glcm_contrast,glcm_correlation,glcm_energy,glcm_homogeneity,mean_intensity,variance,entropy,lbp_bin_0,lbp_bin_1,lbp_bin_2,lbp_bin_3,lbp_bin_4,lbp_bin_5,lbp_bin_6,lbp_bin_7,lbp_bin_8,lbp_bin_9,region_area,region_perimeter,major_axis_length,minor_axis_length,label,class
80.65913,0.9897432,0.5132896,0.60181296,50.40764,3926.5845,7.1144323,0.0037841797,0.012161255,0.01361084,0.0713501,0.21601868,0.09461975,0.028076172,0.013809204,0.5301819,0.01638794,19916.0,3584.1985,232.6191,178.97171,0,Control
70.865715,0.989807,0.53798467,0.6305465,43.290787,3469.9707,6.7612886,0.0036468506,0.012039185,0.013793945,0.072631836,0.1921997,0.09211731,0.029037476,0.013595581,0.5555725,0.015365601,19646.0,3398.0674,219.3434,181.50856,0,Control
51.950275,0.98993444,0.48977625,0.60346115,43.87726,2578.0613,7.082423,0.0035247803,0.012512207,0.013504028,0.07620239,0.21435547,0.10546875,0.03213501,0.014968872,0.5100708,0.01725769,21797.0,3853.0757,227.0501,186.98807,0,Control
89.41137,0.9885723,0.5187505,0.60824865,48.611908,3906.0269,7.0145235,0.0039367676,0.012283325,0.0135650635,0.075927734,0.20729065,0.093048096,0.028747559,0.013656616,0.53611755,0.015426636,22284.0,3211.8774,232.05183,173.4543,0,Control
71.53824,0.98839027,0.49884176,0.6021905,47.24327,3077.6694,7.111148,0.0033569336,0.012817383,0.014450073,0.076553345,0.21369934,0.10046387,0.030410767,0.014389038,0.51745605,0.016403198,21654.0,3963.969,225.85327,186.26663,0,Control
23.299387,0.9885209,0.5083754,0.6637628,25.05838,1013.3596,6.3189406,0.0024719238,0.010986328,0.008956909,0.07003784,0.18943787,0.11340332,0.03274536,0.019104004,0.5358734,0.016983032,21027.0,3584.246,226.65103,189.51755,0,Control
38.888542,0.98894465,0.52611923,0.6515746,33.16382,1756.2583,6.376452,0.0033111572,0.012802124,0.011688232,0.06840515,0.18675232,0.101989746,0.03189087,0.016998291,0.54881287,0.017349243,22581.0,2754.6868,225.70122,177.7266,0,Control
56.489155,0.98812014,0.4986083,0.6156807,40.783997,2374.7488,6.9492393,0.003250122,0.0119018555,0.013168335,0.07525635,0.20892334,0.10487366,0.032211304,0.01473999,0.5201874,0.015487671,22141.0,3625.2695,229.04024,186.28539,0,Control
77.873375,0.98940116,0.5073119,0.6030203,50.252808,3669.2334,7.1281056,0.0038909912,0.012878418,0.015304565,0.076309204,0.20985413,0.09536743,0.030517578,0.014221191,0.5253296,0.016326904,22219.0,3552.382,227.8522,185.99422,0,Control
76.06709,0.99033004,0.5093199,0.61372656,52.831955,3928.7373,6.977722,0.0040283203,0.011657715,0.014984131,0.0743103,0.20574951,0.099472046,0.02960205,0.015426636,0.528183,0.016586304,22844.0,2942.509,227.8842,189.55363,0,Control
79.77059,0.9903448,0.50300616,0.59385514,54.19545,4126.3584,7.176885,0.0043945312,0.012161255,0.015640259,0.076034546,0.21647644,0.09539795,0.028503418,0.0131073,0.52093506,0.017349243,22806.0,3138.8604,221.64519,186.41069,0,Control
66.932594,0.9887273,0.5347372,0.6392561,43.307037,2964.5356,6.5465155,0.0035247803,0.012878418,0.012863159,0.07197571,0.18693542,0.09552002,0.029434204,0.014678955,0.5542908,0.01789856,22815.0,2777.6033,226.60098,176.18369,0,Control
55.18661,0.98948777,0.49113873,0.6100426,44.366608,2622.3354,6.9355373,0.003829956,0.013366699,0.014038086,0.077178955,0.20524597,0.10534668,0.033187866,0.017593384,0.51145935,0.018753052,25243.0,3070.445,229.86029,191.96324,0,Control
44.436092,0.9893757,0.50382715,0.6228933,38.091217,2088.7654,6.751057,0.003692627,0.012359619,0.012908936,0.07519531,0.20117188,0.10421753,0.03251648,0.016174316,0.52479553,0.016967773,23341.0,3171.0674,234.32288,187.11739,0,Control
41.95659,0.9879986,0.513216,0.62945396,33.63597,1745.5935,6.651391,0.0034332275,0.011688232,0.0118255615,0.06932068,0.2030487,0.101989746,0.030578613,0.015457153,0.53578186,0.01687622,21324.0,3749.7263,222.1433,186.71338,0,Control
80.89568,0.99004716,0.5288073,0.6151486,51.289963,4058.3792,6.8986545,0.0038146973,0.012161255,0.014877319,0.07426453,0.19989014,0.09172058,0.029129028,0.013259888,0.5453491,0.015533447,20577.0,3539.5,226.16138,175.48863,0,Control
79.95049,0.98736745,0.5333332,0.62537074,42.796494,3159.2886,6.811963,0.0033721924,0.01133728,0.013671875,0.07235718,0.20030212,0.09010315,0.027511597,0.014465332,0.5508728,0.01600647,20152.0,3677.6726,226.48846,172.2873,0,Control
64.17264,0.98889166,0.5224191,0.6206627,41.65634,2884.005,6.891457,0.0030517578,0.011230469,0.014221191,0.07585144,0.20358276,0.09562683,0.028686523,0.013290405,0.540329,0.014129639,17561.0,3862.2117,229.79047,172.75188,0,Control
88.44516,0.99001306,0.51364464,0.6112456,51.96019,4421.3354,7.1213775,0.0037078857,0.012084961,0.0132751465,0.07751465,0.20730591,0.093673706,0.030456543,0.014419556,0.5312042,0.016357422,19849.0,3548.636,234.32019,174.41196,0,Control
87.33422,0.9898616,0.52394134,0.6134779,51.45346,4300.6504,7.048534,0.0033874512,0.011703491,0.013595581,0.07373047,0.2083435,0.092544556,0.02670288,0.013427734,0.5421295,0.014434814,19295.0,3634.8909,220.41788,188.75172,0,Control
65.10288,0.99028635,0.52502817,0.63240737,46.760193,3346.5889,6.709122,0.003036499,0.011459351,0.011779785,0.07064819,0.20523071,0.09693909,0.026611328,0.014221191,0.5440216,0.016052246,21662.0,2971.5688,230.49591,175.53218,0,Control
81.66771,0.99054223,0.5129473,0.6092106,53.192627,4311.7285,7.0651145,0.0035705566,0.012191772,0.012634277,0.07676697,0.21266174,0.09246826,0.027069092,0.014678955,0.53118896,0.01676941,22636.0,3026.912,224.59065,188.40097,0,Control
63.38903,0.9897508,0.5040295,0.594553,45.934067,3088.5896,7.1342454,0.004211426,0.010620117,0.015304565,0.07980347,0.21481323,0.101379395,0.02848816,0.011047363,0.5206604,0.013671875,21377.0,3867.9456,227.23787,187.18198,0,Control
93.025734,0.9878136,0.50245327,0.58969057,51.70549,3812.3606,7.2498765,0.004058838,0.0126953125,0.015258789,0.07644653,0.21551514,0.098587036,0.02809143,0.013595581,0.5204773,0.015274048,22342.0,3634.6958,228.36574,187.10208,0,Control
46.575428,0.98981994,0.5024545,0.6079988,40.747574,2285.154,6.906844,0.0032806396,0.012313843,0.0131073,0.079437256,0.20895386,0.10002136,0.031036377,0.014816284,0.5206909,0.016342163,21411.0,4041.7153,229.94402,180.00778,0,Control
42.841267,0.9882182,0.5474845,0.65726,31.31157,1814.8519,6.2981057,0.002670288,0.010147095,0.010238647,0.06956482,0.1918335,0.09120178,0.026321411,0.0140686035,0.5684662,0.015487671,18637.0,3320.3801,223.91702,166.55458,0,Control
93.43499,0.9889788,0.509434,0.59808457,52.94728,4233.323,7.2006307,0.0040893555,0.01159668,0.014541626,0.076187134,0.21582031,0.094055176,0.028396606,0.01335144,0.5260773,0.0158844,21265.0,3957.2827,228.51329,181.23615,0,Control
93.30239,0.9894008,0.55100495,0.6303243,47.588684,4393.0693,6.77222,0.0038146973,0.011016846,0.012542725,0.06877136,0.19949341,0.087677,0.025283813,0.011993408,0.5665283,0.012878418,15947.0,3607.381,220.8825,169.1329,0,Control
71.20766,0.989873,0.50798935,0.6094666,49.126755,3511.4666,7.0527477,0.0031738281,0.012237549,0.011917114,0.07458496,0.21330261,0.09768677,0.027694702,0.015945435,0.5269623,0.016494751,21309.0,3537.9263,227.00346,184.3668,0,Control
89.88202,0.9883456,0.53336847,0.62441725,48.086563,3850.1548,6.870291,0.0035095215,0.010757446,0.011779785,0.074020386,0.20443726,0.08996582,0.026290894,0.013412476,0.550827,0.01499939,20051.0,3803.0513,219.95883,178.2551,0,Control
97.36112,0.9888008,0.5294627,0.612915,50.4225,4339.787,7.001656,0.0031433105,0.011520386,0.014205933,0.07423401,0.20706177,0.08981323,0.027160645,0.012619019,0.5455475,0.014694214,18259.0,3586.4888,226.58624,167.65852,0,Control
48.375458,0.9886765,0.48014176,0.5871911,40.249954,2134.074,7.189075,0.004058838,0.012771606,0.015853882,0.08200073,0.21528625,0.10496521,0.032546997,0.01600647,0.4993286,0.017181396,21117.0,3885.1528,216.5841,198.44968,0,Control
53.777973,0.98644024,0.53177613,0.63025707,32.285812,1979.3411,6.6501174,0.0029754639,0.010971069,0.012130737,0.06956482,0.20542908,0.09259033,0.027282715,0.013626099,0.5505371,0.014892578,18040.0,4136.071,226.01985,171.56989,0,Control
78.03174,0.98787075,0.5086997,0.6025748,42.688034,3211.2505,7.1748857,0.0035552979,0.011413574,0.014556885,0.0766449,0.2154541,0.094818115,0.028442383,0.013015747,0.52693176,0.015167236,17309.0,4395.575,235.34886,163.25333,0,Control
90.809685,0.98819864,0.5012989,0.6017392,51.17491,3842.6565,7.1950912,0.0040283203,0.012969971,0.0137786865,0.07426453,0.21560669,0.09625244,0.029418945,0.01550293,0.5206604,0.01751709,22013.0,3577.6714,230.44133,177.24577,0,Control
100.242065,0.9879539,0.52008283,0.60728896,49.89827,4154.28,7.082336,0.0035247803,0.0118255615,0.013244629,0.07310486,0.2129364,0.09288025,0.026931763,0.013687134,0.53712463,0.01473999,20599.0,3526.843,222.08174,182.66493,0,Control
90.42494,0.98896706,0.5168327,0.60568744,51.727478,4092.4292,7.080504,0.0036010742,0.012298584,0.013290405,0.075424194,0.21173096,0.090911865,0.027877808,0.014022827,0.5339508,0.01689148,21430.0,3601.6187,215.51358,189.99583,0,Control
87.43125,0.989136,0.5343277,0.61761546,49.22119,4017.6704,6.8696527,0.0034179688,0.012176514,0.012420654,0.07173157,0.20469666,0.0881958,0.027160645,0.013519287,0.5510559,0.015625,21314.0,3282.9841,217.968,184.18187,0,Control
67.16403,0.99162495,0.5212916,0.60418856,51.762695,4004.6018,6.991915,0.0035552979,0.0099487305,0.014389038,0.07951355,0.20840454,0.09713745,0.02658081,0.0113220215,0.5364685,0.012680054,19936.0,3433.6714,225.77196,182.90833,0,Control
59.80717,0.98966193,0.5576646,0.6333543,40.217514,2887.6072,6.475773,0.0038909912,0.01171875,0.013320923,0.070877075,0.18901062,0.08576965,0.026428223,0.012130737,0.5723877,0.014465332,19565.0,3540.4949,219.47324,172.18523,0,Control
84.152176,0.99000335,0.5266777,0.61535376,52.08763,4203.2183,6.9256177,0.003616333,0.011978149,0.014556885,0.07392883,0.20213318,0.093826294,0.028427124,0.013061523,0.5426636,0.015808105,21685.0,3375.7366,227.48859,182.60553,0,Control
72.7352,0.98815787,0.49279857,0.60313714,46.06694,3067.3555,7.228319,0.003326416,0.012039185,0.013366699,0.075546265,0.21751404,0.10522461,0.03137207,0.014282227,0.51130676,0.016021729,19777.0,3928.6147,220.65303,193.16312,0,Control
46.767647,0.9881802,0.53266627,0.6406302,34.099625,1975.197,6.5162177,0.0030212402,0.011383057,0.010955811,0.0717926,0.19596863,0.096084595,0.02796936,0.015213013,0.55152893,0.016082764,19685.0,3820.1284,223.46515,167.21466,0,Control
77.64234,0.990949,0.50229764,0.6019064,55.6895,4284.561,7.1072283,0.003768921,0.011230469,0.014953613,0.079696655,0.21374512,0.09547424,0.031143188,0.0140686035,0.5198822,0.016036987,23698.0,2912.2197,233.13203,175.73659,0,Control
83.090904,0.98954755,0.5338007,0.6120391,49.773575,3968.8965,6.876541,0.00390625,0.010528564,0.013809204,0.07795715,0.20146179,0.0912323,0.025985718,0.0119018555,0.5489807,0.01423645,20887.0,3317.2744,224.95941,171.51343,0,Control
40.62699,0.98742765,0.5092236,0.63033974,31.60257,1613.3314,6.6801004,0.0036621094,0.012329102,0.011474609,0.07229614,0.2020874,0.10177612,0.03050232,0.016204834,0.53134155,0.018325806,20582.0,3890.1172,233.20387,181.50471,0,Control
88.695984,0.9888921,0.5463101,0.6288423,47.33197,3985.6526,6.752487,0.0036621094,0.011932373,0.012817383,0.07487488,0.19367981,0.083618164,0.026824951,0.013397217,0.56311035,0.016082764,18746.0,3524.0684,221.09648,169.59636,0,Control
79.358086,0.9907071,0.5207508,0.6140504,52.49376,4263.9473,6.9414477,0.0035095215,0.011489868,0.013061523,0.07884216,0.20359802,0.09387207,0.029296875,0.012786865,0.5378876,0.015655518,22725.0,3054.9182,233.42897,177.13622,0,Control
64.34574,0.9899277,0.50117046,0.6099168,47.61914,3190.6082,7.001661,0.003982544,0.012557983,0.013656616,0.07600403,0.21011353,0.1007843,0.030563354,0.015075684,0.5210266,0.016235352,23223.0,3318.7192,229.75667,183.78609,0,Control
29.547703,0.98942286,0.5033004,0.6517189,32.409348,1395.4347,6.3597374,0.0032196045,0.010986328,0.011260986,0.07316589,0.19116211,0.113342285,0.03504944,0.016342163,0.5274811,0.017990112,23811.0,2910.0837,230.69011,184.71684,0,Control
102.0746,0.9869642,0.5171715,0.6078371,47.976288,3908.9111,7.14771,0.0035095215,0.011474609,0.01272583,0.07739258,0.21273804,0.0901947,0.026428223,0.014144897,0.53608704,0.015304565,19220.0,3926.9639,217.8101,176.70137,0,Control
50.103706,0.99194527,0.6780534,0.74420065,33.41501,3102.4375,4.790468,0.0030059814,0.009216309,0.010604858,0.05215454,0.12857056,0.063186646,0.020996094,0.009536743,0.690979,0.011749268,15445.0,1790.4805,203.48528,139.33083,0,Control
77.17877,0.9908223,0.49131384,0.6011536,56.106323,4200.6255,7.1838484,0.0037384033,0.013183594,0.01361084,0.076553345,0.2135315,0.10211182,0.032089233,0.015380859,0.51171875,0.018081665,24652.0,3025.9832,234.85594,187.55782,0,Control
68.13024,0.98672634,0.49878633,0.60223126,40.828415,2562.8782,7.136811,0.0032958984,0.011428833,0.013305664,0.07684326,0.2189331,0.09812927,0.028442383,0.015151978,0.5184326,0.016036987,21187.0,3942.3123,225.26566,188.24829,0,Control
51.993904,0.9857712,0.55165285,0.6595605,30.387817,1823.55,6.3020716,0.0025634766,0.01109314,0.01071167,0.06829834,0.18766785,0.09173584,0.027420044,0.014160156,0.57147217,0.014877319,16508.0,3265.771,215.38155,157.2392,0,Control
29.744791,0.9918607,0.69753677,0.76490307,24.276062,1822.4031,4.4296722,0.0025482178,0.008743286,0.010406494,0.0499115,0.11701965,0.06037903,0.01914978,0.009460449,0.7103424,0.012039185,14372.0,2019.719,197.68327,132.3804,0,Control
26.09948,0.98931223,0.68614286,0.76075226,20.582443,1217.8892,4.4574947,0.003112793,0.00869751,0.010772705,0.049209595,0.1191864,0.06486511,0.022369385,0.009674072,0.70033264,0.011779785,14832.0,2505.8633,191.07869,132.94765,0,Control
62.161827,0.98896056,0.68773586,0.7429092,30.268158,2808.0366,4.789043,0.0031433105,0.008728027,0.010925293,0.05140686,0.12860107,0.058120728,0.019332886,0.008880615,0.7001953,0.010665894,14277.0,2486.2175,195.15715,134.18405,0,Control
57.9231,0.99240756,0.698867,0.7604741,36.31021,3804.7998,4.5380983,0.0025024414,0.008773804,0.009140015,0.048690796,0.122283936,0.05885315,0.018814087,0.009414673,0.7104645,0.011062622,14675.0,1839.321,187.8351,137.15755,0,Control
56.57399,0.991204,0.7053047,0.7613085,31.836685,3207.3167,4.5441384,0.0026397705,0.008224487,0.009750366,0.04701233,0.12176514,0.057861328,0.017791748,0.0079193115,0.7161865,0.010848999,13014.0,2372.8623,190.6223,134.52519,0,Control
47.001747,0.9906082,0.68038195,0.744751,30.365433,2496.1199,4.7509437,0.002822876,0.008636475,0.010009766,0.052520752,0.13041687,0.061935425,0.02017212,0.009536743,0.6927643,0.011184692,14077.0,2170.7778,194.56764,134.7741,0,Control
56.421448,0.98963875,0.51825756,0.61332273,41.3851,2718.7886,6.8498487,0.0035552979,0.010940552,0.013748169,0.07359314,0.20999146,0.09724426,0.029953003,0.01210022,0.53430176,0.014572144,21254.0,3557.0034,225.0895,181.61629,0,Control
50.150307,0.98805755,0.5270193,0.64205325,35.192505,2096.3186,6.5404377,0.0031433105,0.011245728,0.011932373,0.07069397,0.19839478,0.09817505,0.028686523,0.014556885,0.5479889,0.015182495,21523.0,3224.6643,225.94514,180.52191,0,Control
31.096018,0.98530966,0.48905218,0.6389969,26.6017,1057.0248,6.6094255,0.0035858154,0.012817383,0.0115356445,0.07295227,0.19709778,0.10964966,0.034225464,0.020141602,0.51779175,0.020202637,22878.0,3839.6086,234.56871,183.44035,0,Control
63.002296,0.98923856,0.49881345,0.6054217,44.371323,2923.5173,7.05858,0.0040740967,0.013442993,0.014602661,0.080062866,0.20483398,0.09889221,0.031707764,0.016052246,0.51823425,0.018096924,23518.0,3424.571,228.75352,187.17491,0,Control
92.24372,0.98863524,0.5053413,0.6016984,52.875107,4053.4368,7.155589,0.003753662,0.012954712,0.013397217,0.076553345,0.21347046,0.09500122,0.02861023,0.015670776,0.5243683,0.016220093,22648.0,3598.7314,223.92426,192.25795,0,Control
65.7431,0.991604,0.52720875,0.6097468,50.970993,3910.033,6.887606,0.0037384033,0.010848999,0.013870239,0.07446289,0.20889282,0.09095764,0.02758789,0.01234436,0.5426483,0.0146484375,21085.0,3316.358,219.51898,185.32072,0,Control
68.91924,0.9899956,0.5128217,0.618139,48.50241,3440.2112,6.925075,0.0037994385,0.012283325,0.012634277,0.07470703,0.20323181,0.09851074,0.029891968,0.015258789,0.53248596,0.017196655,23436.0,2964.0603,225.86827,180.32634,0,Control
77.63756,0.9907542,0.528567,0.6168923,50.530624,4192.136,6.9291363,0.0037384033,0.011749268,0.012756348,0.073272705,0.20553589,0.09211731,0.027679443,0.012649536,0.5452728,0.0152282715,20862.0,3434.913,223.86913,179.57849,0,Control
57.722366,0.98836523,0.5183603,0.6260954,39.71457,2477.0908,6.7448277,0.0036010742,0.012802124,0.012817383,0.07356262,0.19830322,0.09613037,0.030532837,0.015991211,0.5389862,0.01727295,21632.0,3164.043,221.88838,183.76839,0,Control
41.570435,0.98888505,0.528741,0.6441817,34.361404,1867.3438,6.455879,0.0030670166,0.011734009,0.010772705,0.06832886,0.19728088,0.09889221,0.030593872,0.014724731,0.5488739,0.015731812,20894.0,3438.9375,224.11981,183.77109,0,Control
78.57785,0.9893595,0.49660885,0.60433275,52.12921,3688.633,7.143597,0.0036315918,0.011856079,0.011917114,0.08143616,0.21421814,0.09992981,0.029510498,0.015045166,0.51608276,0.01637268,24912.0,2952.516,233.92523,190.06998,0,Control
30.165716,0.9874916,0.5050063,0.6476757,27.821808,1204.1466,6.4193773,0.003036499,0.013168335,0.012527466,0.07185364,0.18771362,0.1113739,0.034301758,0.017044067,0.5295868,0.01939392,23292.0,3275.0735,237.16608,179.66252,0,Control
75.91063,0.99043316,0.50452626,0.5977622,51.549103,3962.3013,7.203355,0.0036621094,0.011947632,0.014450073,0.078445435,0.216156,0.096328735,0.029052734,0.013168335,0.5218506,0.0149383545,20972.0,4002.4138,227.98642,186.51042,0,Control
62.364033,0.9900861,0.53102565,0.6308533,40.62793,3139.463,6.794736,0.0033111572,0.011184692,0.011962891,0.0680542,0.20211792,0.09736633,0.02720642,0.013641357,0.55003357,0.01512146,16209.0,3312.652,238.26012,155.84,0,Control
53.77157,0.9861484,0.5009753,0.6104531,35.464554,1938.3396,6.9233804,0.003189087,0.011779785,0.013519287,0.07470703,0.21504211,0.10050964,0.030670166,0.01461792,0.5201874,0.015777588,20675.0,3751.507,217.8923,182.09752,0,Control
47.732937,0.9863705,0.5077395,0.61871654,32.761414,1748.4595,6.7741036,0.003753662,0.013000488,0.014129639,0.07232666,0.20431519,0.1002655,0.031707764,0.015853882,0.52682495,0.017822266,21725.0,4101.9346,234.60818,180.1833,0,Control
25.688389,0.9869124,0.5048863,0.65385455,25.36702,980.0948,6.2568884,0.0027770996,0.011672974,0.010986328,0.07261658,0.18835449,0.111312866,0.03540039,0.019256592,0.5290375,0.018585205,24816.0,2787.4502,231.06465,181.98474,0,Control
85.09963,0.9874919,0.5151204,0.6140351,44.534897,3396.2646,7.041944,0.0033111572,0.012237549,0.012161255,0.07577515,0.21005249,0.093826294,0.028823853,0.014953613,0.53448486,0.014373779,18418.0,3695.2522,218.36809,183.77936,0,Control
56.5519,0.98714405,0.49469593,0.6133077,38.96086,2196.8103,6.965965,0.0037078857,0.012863159,0.012451172,0.076049805,0.2084198,0.10510254,0.031845093,0.016555786,0.5150757,0.017929077,23469.0,3287.7537,223.58359,185.04445,0,Control
44.9178,0.9889635,0.54906684,0.66316324,33.112045,2031.3126,6.287511,0.0028381348,0.010848999,0.0107421875,0.06768799,0.18565369,0.09335327,0.029052734,0.014907837,0.57029724,0.01461792,19241.0,3097.0063,219.63739,173.17647,0,Control
83.055824,0.9878213,0.5218745,0.6186843,45.728287,3404.7495,6.8871636,0.0035705566,0.012329102,0.013381958,0.07437134,0.20574951,0.09020996,0.029449463,0.015365601,0.5404053,0.015167236,22131.0,3509.1213,216.47728,186.47163,0,Control
